recencia_dias,frequencia_pedidos,valor_total,ticket_medio,tempo_entrega_dias,atraso_medio_dias,nota_media_review,frete_pct,parcelas,categoria_principal,metodo_pagamento,churn
340,4,84.75,21.19,9.5,0.6,5.0,22.2,1,beleza_saude,pix,1
172,1,154.73,154.73,18.2,3.3,4.8,20.8,1,esporte_lazer,cartao_debito,1
24,4,51.97,12.99,7.4,1.8,5.0,32.5,9,moveis_decoracao,pix,0
352,2,236.34,118.17,14.5,3.0,5.0,17.5,4,brinquedos,cartao_credito,1
78,2,218.82,109.41,17.3,2.8,5.0,25.2,4,moveis_decoracao,cartao_credito,0
111,3,80.87,26.96,12.1,0.6,3.0,16.1,8,informatica,cartao_credito,1
345,6,353.17,58.86,6.8,0.0,4.8,13.3,2,cama_mesa_banho,cartao_credito,0
358,3,197.88,65.96,11.6,0.0,5.0,15.7,5,esporte_lazer,cartao_credito,1
367,6,105.82,17.64,3.5,0.0,3.3,16.0,4,esporte_lazer,pix,1
173,3,242.71,80.9,9.1,3.5,1.0,14.3,3,cama_mesa_banho,pix,1
304,2,678.34,339.17,5.4,0.0,2.8,8.5,2,cama_mesa_banho,boleto,1
134,2,54.26,27.13,11.7,0.0,3.4,9.1,4,relogios_presentes,boleto,1
297,2,710.45,355.22,4.4,3.6,4.7,21.8,5,relogios_presentes,cartao_credito,0
203,3,196.29,65.43,12.5,0.7,3.5,20.0,8,informatica,cartao_debito,0
25,2,281.65,140.82,18.8,2.9,4.1,25.7,2,telefonia,cartao_credito,0
170,2,296.0,148.0,19.2,0.0,3.5,12.6,8,esporte_lazer,cartao_credito,1
189,5,108.19,21.64,4.5,0.0,4.0,12.1,2,esporte_lazer,cartao_debito,0
106,3,143.18,47.73,8.0,1.6,4.0,8.1,7,telefonia,pix,0
152,2,444.17,222.08,17.1,1.8,3.5,21.3,4,esporte_lazer,cartao_credito,0
203,2,497.23,248.62,16.2,0.0,4.9,9.6,9,esporte_lazer,boleto,0
24,1,169.18,169.18,8.3,3.8,5.0,14.8,7,cama_mesa_banho,boleto,0
64,4,606.72,151.68,9.1,2.9,3.0,16.9,6,esporte_lazer,pix,0
307,1,181.9,181.9,12.5,1.9,4.3,5.6,1,informatica,cartao_credito,1
144,1,330.48,330.48,2.0,0.0,2.7,19.7,9,cama_mesa_banho,cartao_credito,1
245,1,114.6,114.6,15.2,0.0,2.3,21.1,10,esporte_lazer,boleto,1
228,2,316.08,158.04,18.5,3.5,5.0,16.7,2,cama_mesa_banho,cartao_debito,0
222,2,159.66,79.83,9.7,0.0,5.0,14.5,6,telefonia,cartao_credito,0
168,3,803.21,267.74,3.5,0.3,3.8,14.8,10,telefonia,boleto,0
195,3,252.4,84.13,20.5,0.9,5.0,23.4,7,brinquedos,cartao_credito,1
330,2,562.4,281.2,13.3,0.0,3.5,15.3,9,relogios_presentes,cartao_credito,1
386,3,223.24,74.41,16.3,0.4,3.9,14.9,9,relogios_presentes,boleto,1
106,2,198.71,99.36,4.1,1.6,5.0,10.9,9,relogios_presentes,boleto,0
269,4,219.46,54.86,4.1,0.0,3.2,2.0,3,beleza_saude,pix,0
388,1,653.5,653.5,14.5,2.7,5.0,21.6,9,telefonia,cartao_credito,1
7,5,138.57,27.71,18.2,2.0,3.8,15.0,2,beleza_saude,pix,0
314,6,782.04,130.34,5.2,0.1,3.4,9.7,9,cama_mesa_banho,cartao_credito,0
201,3,365.79,121.93,11.4,0.0,3.6,27.7,6,telefonia,cartao_credito,1
387,3,632.14,210.71,2.5,0.3,1.9,17.6,1,relogios_presentes,cartao_credito,1
233,1,85.33,85.33,7.8,5.8,5.0,13.8,7,esporte_lazer,cartao_credito,0
336,4,325.35,81.34,10.5,0.0,4.3,21.1,10,cama_mesa_banho,cartao_credito,1
70,2,456.3,228.15,14.9,4.3,4.0,17.2,9,informatica,cartao_credito,0
61,2,464.42,232.21,2.0,0.0,3.4,17.1,2,brinquedos,cartao_credito,0
370,4,325.1,81.28,19.9,0.0,4.4,11.3,9,brinquedos,cartao_credito,0
212,3,151.09,50.36,11.0,0.0,5.0,19.2,9,brinquedos,boleto,0
225,2,144.17,72.08,19.8,2.9,3.8,20.6,10,beleza_saude,cartao_credito,1
72,5,137.95,27.59,16.2,0.6,5.0,11.4,6,brinquedos,cartao_credito,0
94,3,242.42,80.81,17.1,3.8,4.4,3.6,10,cama_mesa_banho,cartao_debito,0
328,3,216.87,72.29,24.1,0.0,4.0,20.7,3,informatica,pix,1
124,1,155.66,155.66,7.3,0.4,5.0,18.8,6,cama_mesa_banho,cartao_credito,0
235,1,173.69,173.69,12.8,0.0,3.6,20.1,4,telefonia,cartao_credito,1
130,4,200.58,50.14,6.1,5.6,2.8,15.3,4,informatica,cartao_credito,0
109,4,40.96,10.24,11.4,0.0,4.0,20.8,3,esporte_lazer,cartao_debito,0
70,4,161.12,40.28,16.3,0.0,4.1,11.1,7,cama_mesa_banho,boleto,0
372,3,131.17,43.72,18.8,0.0,3.9,13.9,8,telefonia,boleto,1
376,1,82.45,82.45,9.7,1.9,5.0,8.7,9,moveis_decoracao,cartao_credito,1
50,2,86.3,43.15,4.8,0.0,4.6,21.9,8,moveis_decoracao,cartao_credito,0
144,2,159.18,79.59,12.4,5.1,4.0,14.7,2,informatica,cartao_debito,0
227,1,249.72,249.72,6.9,0.7,4.1,16.4,5,informatica,cartao_credito,0
156,1,260.04,260.04,8.5,1.5,4.2,17.6,7,informatica,cartao_credito,0
289,1,284.29,284.29,16.0,1.7,4.6,13.6,5,telefonia,cartao_credito,0
107,1,260.29,260.29,14.9,0.4,4.2,19.9,2,cama_mesa_banho,boleto,0
28,3,141.78,47.26,17.0,0.8,3.9,24.9,3,relogios_presentes,cartao_credito,1
138,3,86.02,28.67,10.0,0.7,2.8,20.9,6,informatica,cartao_credito,1
241,2,101.26,50.63,18.1,1.8,3.4,4.7,4,cama_mesa_banho,cartao_credito,1
76,2,185.11,92.56,12.1,0.0,4.4,15.7,8,relogios_presentes,cartao_credito,0
327,1,218.81,218.81,10.3,0.0,4.3,15.9,7,moveis_decoracao,cartao_debito,1
9,4,342.24,85.56,5.4,2.6,2.6,22.5,3,telefonia,cartao_credito,0
31,3,467.11,155.7,2.0,0.5,3.5,11.7,7,cama_mesa_banho,pix,0
205,3,148.58,49.53,2.6,0.0,3.2,8.8,6,cama_mesa_banho,cartao_credito,0
207,2,223.94,111.97,13.3,0.0,5.0,20.0,2,relogios_presentes,pix,1
121,2,293.07,146.54,6.6,4.3,4.4,14.9,9,informatica,cartao_credito,1
107,1,201.02,201.02,2.1,0.1,4.5,11.3,8,moveis_decoracao,cartao_credito,0
32,3,103.43,34.48,9.5,0.0,4.0,13.4,9,beleza_saude,boleto,0
266,7,116.31,16.62,13.7,0.0,3.5,6.5,10,informatica,cartao_credito,0
154,2,359.96,179.98,14.5,0.0,3.7,16.0,3,esporte_lazer,pix,1
51,1,155.91,155.91,11.8,0.0,4.6,13.2,9,cama_mesa_banho,pix,0
162,2,166.84,83.42,11.6,1.6,3.8,18.2,10,relogios_presentes,cartao_credito,0
375,4,39.04,9.76,8.8,0.6,4.6,13.8,1,informatica,cartao_credito,1
108,3,420.08,140.03,15.8,0.0,4.2,15.2,7,telefonia,cartao_credito,0
358,1,298.81,298.81,10.9,0.0,4.4,12.3,9,informatica,cartao_credito,1
107,3,68.33,22.78,11.5,4.3,4.4,13.5,2,brinquedos,cartao_credito,0
78,2,275.02,137.51,18.2,0.0,3.6,8.2,1,telefonia,boleto,0
107,3,287.73,95.91,16.8,0.0,3.8,21.2,4,brinquedos,pix,0
132,3,558.06,186.02,10.9,0.0,5.0,14.7,2,telefonia,cartao_debito,0
52,2,109.32,54.66,10.0,0.2,5.0,3.1,2,brinquedos,cartao_credito,0
237,1,264.96,264.96,10.0,1.7,5.0,5.5,3,moveis_decoracao,cartao_credito,1
136,2,134.12,67.06,2.0,2.8,1.3,21.2,3,telefonia,boleto,1
288,3,129.64,43.21,18.6,2.6,3.3,14.7,5,telefonia,cartao_credito,1
198,4,493.47,123.37,7.9,6.6,4.2,14.9,10,telefonia,boleto,0
179,3,361.76,120.59,17.1,0.0,3.0,15.0,9,relogios_presentes,cartao_credito,1
191,1,69.25,69.25,12.2,1.1,3.0,17.9,2,cama_mesa_banho,cartao_credito,1
66,1,62.15,62.15,20.4,0.0,3.7,24.2,9,relogios_presentes,cartao_credito,1
286,2,281.83,140.92,15.2,5.5,4.4,17.7,8,beleza_saude,cartao_credito,1
46,4,176.89,44.22,17.5,0.9,4.7,16.8,4,informatica,cartao_credito,0
290,2,99.57,49.78,8.4,0.0,3.7,11.6,5,relogios_presentes,boleto,1
399,4,285.35,71.34,4.3,1.6,3.7,5.7,5,brinquedos,cartao_credito,1
306,2,262.02,131.01,12.9,1.2,3.3,17.8,9,cama_mesa_banho,boleto,0
184,1,197.86,197.86,2.0,2.4,4.6,18.3,2,telefonia,boleto,0
129,3,210.82,70.27,9.2,0.0,4.5,21.6,6,brinquedos,cartao_credito,0
349,4,105.21,26.3,4.9,1.3,5.0,25.3,10,relogios_presentes,cartao_credito,1
106,2,260.65,130.32,7.0,0.0,4.2,8.0,7,telefonia,pix,0
195,3,615.22,205.07,15.6,0.0,2.8,11.3,3,esporte_lazer,cartao_credito,1
309,2,78.87,39.44,15.2,1.4,3.8,19.0,9,informatica,cartao_credito,1
369,1,353.98,353.98,11.0,0.9,5.0,15.0,3,cama_mesa_banho,boleto,1
368,1,90.49,90.49,13.9,3.1,2.4,23.7,3,brinquedos,cartao_credito,1
39,3,313.56,104.52,8.8,0.6,4.0,13.8,10,moveis_decoracao,cartao_credito,0
359,6,173.78,28.96,26.6,2.0,4.4,27.0,8,moveis_decoracao,cartao_credito,1
50,3,318.74,106.25,13.8,0.0,5.0,15.3,3,brinquedos,cartao_credito,0
235,2,82.35,41.18,8.5,4.0,3.5,24.8,8,moveis_decoracao,boleto,1
372,3,27.08,9.03,17.3,0.0,4.0,2.0,2,beleza_saude,cartao_credito,1
263,3,216.47,72.16,19.4,2.8,5.0,17.9,4,relogios_presentes,cartao_credito,1
379,3,338.11,112.7,7.4,1.2,3.5,15.1,10,moveis_decoracao,pix,1
141,1,222.04,222.04,3.5,0.8,5.0,2.4,4,brinquedos,cartao_credito,0
129,3,296.93,98.98,4.7,2.4,4.5,14.9,1,brinquedos,boleto,0
133,1,142.71,142.71,8.0,0.0,3.9,7.6,10,beleza_saude,pix,1
145,1,301.93,301.93,11.7,0.0,4.6,11.9,1,telefonia,cartao_credito,0
274,1,490.1,490.1,2.2,2.4,4.0,16.8,10,telefonia,pix,1
183,3,141.31,47.1,9.5,5.3,5.0,14.3,5,brinquedos,boleto,1
296,2,293.85,146.93,10.8,0.4,2.0,17.1,3,relogios_presentes,cartao_credito,1
169,5,116.15,23.23,13.9,0.0,3.8,15.9,3,esporte_lazer,pix,1
126,3,523.19,174.4,15.7,0.0,3.8,29.1,2,informatica,cartao_credito,1
80,3,69.72,23.24,14.4,0.3,4.0,16.6,9,beleza_saude,cartao_credito,0
222,5,252.78,50.56,22.8,3.3,5.0,15.7,10,telefonia,boleto,0
359,3,201.24,67.08,18.6,0.6,3.7,17.5,8,brinquedos,boleto,0
344,3,142.13,47.38,13.3,0.0,4.6,14.8,3,moveis_decoracao,cartao_credito,1
105,5,138.76,27.75,6.2,2.9,4.3,5.5,6,relogios_presentes,boleto,0
193,2,189.65,94.82,7.9,1.9,4.9,19.2,8,esporte_lazer,boleto,0
283,7,476.58,68.08,3.4,0.0,4.0,22.7,1,moveis_decoracao,cartao_credito,0
246,3,232.03,77.34,12.9,2.3,4.4,24.3,7,cama_mesa_banho,cartao_credito,0
31,1,49.91,49.91,14.0,0.0,4.0,19.1,3,telefonia,cartao_credito,0
238,2,61.49,30.74,17.4,0.0,3.1,13.4,8,cama_mesa_banho,boleto,1
20,2,231.35,115.68,13.6,0.0,5.0,16.6,9,informatica,cartao_debito,0
51,6,378.59,63.1,18.3,0.0,3.3,25.7,4,esporte_lazer,cartao_credito,0
263,1,107.64,107.64,18.4,2.8,3.6,13.7,3,brinquedos,cartao_credito,1
45,2,222.59,111.3,5.8,0.0,3.2,7.8,5,brinquedos,cartao_debito,1
138,2,382.26,191.13,8.9,3.3,4.5,28.3,1,relogios_presentes,cartao_credito,0
237,3,245.95,81.98,11.9,0.9,3.6,8.9,3,esporte_lazer,boleto,0
263,8,208.42,26.05,7.8,0.0,5.0,5.6,3,telefonia,cartao_credito,0
181,3,156.74,52.25,10.5,0.6,4.6,16.9,1,esporte_lazer,boleto,0
42,1,174.14,174.14,13.8,0.0,3.8,17.5,8,moveis_decoracao,cartao_credito,0
320,1,303.86,303.86,11.3,0.0,3.2,17.7,5,moveis_decoracao,pix,1
380,2,328.5,164.25,12.0,0.0,4.0,20.3,9,moveis_decoracao,cartao_credito,1
356,4,324.57,81.14,6.3,0.0,4.6,14.0,3,moveis_decoracao,cartao_credito,1
300,1,119.22,119.22,15.0,0.0,4.1,14.1,3,telefonia,boleto,1
163,2,31.12,15.56,14.6,0.0,4.0,11.6,5,beleza_saude,cartao_debito,0
351,2,144.7,72.35,7.4,3.6,3.1,15.8,3,moveis_decoracao,pix,1
197,6,348.93,58.16,4.2,0.0,5.0,18.3,8,cama_mesa_banho,cartao_credito,0
58,1,545.38,545.38,19.4,0.4,3.9,20.4,9,cama_mesa_banho,cartao_credito,1
340,4,94.66,23.66,22.5,3.3,2.7,9.6,7,moveis_decoracao,cartao_credito,1
131,2,293.46,146.73,13.4,2.6,3.0,7.5,2,moveis_decoracao,pix,0
375,2,125.0,62.5,9.8,0.0,3.8,20.3,8,informatica,cartao_credito,1
150,2,455.16,227.58,18.3,0.0,5.0,11.8,4,esporte_lazer,pix,0
348,1,345.35,345.35,14.8,1.0,3.9,9.1,10,cama_mesa_banho,boleto,1
217,3,241.71,80.57,10.7,5.8,3.7,3.9,4,brinquedos,pix,0
189,4,253.63,63.41,17.8,1.5,4.9,23.4,7,moveis_decoracao,boleto,0
122,3,424.78,141.59,7.1,2.2,5.0,16.7,4,cama_mesa_banho,cartao_credito,0
335,6,52.84,8.81,7.9,6.2,4.8,18.3,9,telefonia,cartao_credito,1
28,2,184.13,92.06,14.2,1.2,4.3,17.6,1,esporte_lazer,cartao_credito,0
190,2,85.9,42.95,12.7,3.4,3.0,16.3,10,moveis_decoracao,cartao_credito,1
150,7,250.74,35.82,15.8,1.7,3.3,14.9,9,esporte_lazer,cartao_credito,0
219,2,218.15,109.08,19.2,1.7,2.5,14.6,1,esporte_lazer,pix,1
105,3,241.38,80.46,2.7,0.0,3.9,9.1,3,brinquedos,cartao_credito,0
267,2,77.15,38.58,12.2,0.0,3.7,4.4,4,brinquedos,cartao_credito,1
157,3,380.9,126.97,23.4,0.0,3.6,28.5,4,informatica,cartao_credito,0
79,3,314.01,104.67,8.4,2.7,4.4,15.2,6,brinquedos,cartao_credito,0
82,1,141.68,141.68,7.7,2.6,3.4,12.4,7,relogios_presentes,cartao_credito,0
280,6,329.92,54.99,2.0,3.8,3.8,10.2,2,beleza_saude,boleto,0
108,4,37.98,9.49,12.6,0.5,3.6,21.3,9,relogios_presentes,boleto,0
126,2,87.73,43.86,15.5,1.8,4.1,15.9,1,informatica,boleto,0
252,3,188.9,62.97,15.5,1.9,4.5,9.8,6,beleza_saude,pix,1
135,4,158.74,39.68,5.8,0.2,2.8,13.2,8,brinquedos,cartao_credito,0
158,5,441.25,88.25,11.9,0.0,4.6,16.9,4,relogios_presentes,boleto,0
101,1,300.37,300.37,13.3,0.0,4.4,12.7,5,esporte_lazer,boleto,0
141,4,501.46,125.36,12.3,0.1,4.5,19.9,1,esporte_lazer,boleto,0
278,3,68.44,22.81,5.4,0.2,4.2,27.7,2,moveis_decoracao,cartao_credito,0
215,3,157.75,52.58,12.5,3.3,4.5,12.5,5,moveis_decoracao,cartao_credito,1
399,1,84.38,84.38,7.1,3.6,3.7,13.3,2,informatica,cartao_credito,1
309,3,242.46,80.82,2.0,0.9,4.5,10.0,6,relogios_presentes,cartao_credito,1
11,2,68.58,34.29,16.1,5.7,5.0,14.1,10,moveis_decoracao,boleto,0
154,3,221.44,73.81,12.8,1.0,3.6,3.2,4,beleza_saude,cartao_credito,0
119,1,114.37,114.37,15.6,3.1,3.6,21.6,8,beleza_saude,pix,0
237,2,332.72,166.36,8.8,0.2,4.7,7.0,7,informatica,cartao_debito,1
109,2,190.24,95.12,15.8,0.0,3.5,10.2,8,brinquedos,cartao_credito,0
386,2,59.93,29.96,18.1,0.0,3.4,15.5,8,telefonia,cartao_debito,1
123,1,367.04,367.04,22.5,4.2,4.5,23.3,8,beleza_saude,cartao_credito,0
211,4,370.87,92.72,16.9,0.0,3.7,9.9,1,beleza_saude,cartao_credito,0
53,3,320.96,106.99,14.3,0.0,5.0,13.9,9,esporte_lazer,pix,0
364,6,139.89,23.32,3.7,0.5,3.6,16.8,9,telefonia,cartao_credito,1
365,3,279.69,93.23,11.4,0.0,3.3,11.0,4,informatica,cartao_credito,1
318,4,392.04,98.01,3.5,3.5,4.1,14.3,6,brinquedos,cartao_credito,0
143,2,177.61,88.8,7.1,5.2,4.5,5.5,9,brinquedos,boleto,0
28,3,183.15,61.05,23.7,0.5,4.4,11.8,4,cama_mesa_banho,cartao_credito,0
285,5,207.36,41.47,5.9,1.9,4.6,22.4,2,informatica,boleto,1
174,2,323.99,162.0,2.0,2.9,3.5,19.9,7,beleza_saude,pix,1
396,1,227.48,227.48,16.9,0.8,5.0,12.3,4,telefonia,pix,1
280,1,292.25,292.25,8.0,0.0,2.4,8.9,8,cama_mesa_banho,pix,1
217,2,171.67,85.84,16.6,0.0,3.3,13.7,5,beleza_saude,cartao_credito,0
394,3,168.86,56.29,5.0,1.5,4.1,6.2,8,relogios_presentes,boleto,1
321,3,299.13,99.71,9.4,1.5,3.4,13.8,2,beleza_saude,pix,1
186,2,127.15,63.58,19.2,0.0,3.8,12.5,5,informatica,cartao_credito,1
12,3,95.71,31.9,4.1,0.0,3.1,12.3,6,esporte_lazer,cartao_debito,0
41,3,123.17,41.06,11.0,0.0,3.9,14.2,6,esporte_lazer,boleto,0
180,3,163.87,54.62,13.7,2.7,4.6,18.2,9,telefonia,cartao_debito,0
226,3,198.41,66.14,7.7,0.0,3.6,8.8,5,relogios_presentes,cartao_credito,0
16,4,140.39,35.1,13.5,0.0,3.2,20.7,10,relogios_presentes,cartao_credito,0
54,1,151.12,151.12,12.1,0.0,3.6,21.8,4,telefonia,cartao_debito,0
283,3,249.53,83.18,15.2,2.5,5.0,28.2,9,esporte_lazer,cartao_credito,1
301,3,113.51,37.84,23.1,2.9,5.0,16.8,2,relogios_presentes,pix,1
16,4,317.44,79.36,28.1,1.7,3.6,23.8,5,brinquedos,cartao_credito,0
205,4,103.87,25.97,14.8,3.3,4.6,20.9,10,esporte_lazer,cartao_credito,0
36,4,195.06,48.76,11.3,3.6,4.1,16.1,10,telefonia,boleto,0
290,2,186.83,93.42,14.6,0.0,5.0,7.7,2,beleza_saude,pix,1
334,4,439.31,109.83,10.6,2.0,4.3,20.4,4,moveis_decoracao,cartao_credito,1
348,2,173.41,86.7,2.5,0.0,3.9,16.4,7,informatica,boleto,1
241,2,346.03,173.02,11.7,0.0,5.0,25.7,1,esporte_lazer,cartao_credito,0
253,3,299.57,99.86,18.5,0.0,3.2,19.4,4,informatica,cartao_credito,0
371,2,134.58,67.29,3.2,2.3,4.4,21.3,10,moveis_decoracao,boleto,1
246,1,415.79,415.79,6.1,4.1,5.0,11.5,9,telefonia,boleto,1
181,2,139.11,69.56,8.5,0.0,4.8,16.5,5,relogios_presentes,pix,0
303,2,159.69,79.84,14.2,2.0,3.3,3.5,5,relogios_presentes,cartao_credito,1
238,3,262.32,87.44,26.3,5.4,3.3,18.3,4,informatica,cartao_credito,1
337,2,149.71,74.86,7.1,5.1,2.7,22.3,2,informatica,boleto,1
212,2,69.83,34.92,12.5,0.0,5.0,23.4,7,esporte_lazer,cartao_credito,1
348,2,161.46,80.73,12.0,5.9,3.0,12.9,2,moveis_decoracao,boleto,1
22,3,159.68,53.23,10.2,2.9,4.8,4.1,8,brinquedos,cartao_credito,0
19,2,99.51,49.76,11.7,0.0,2.7,11.8,4,informatica,pix,0
44,4,193.55,48.39,9.2,0.0,5.0,14.5,8,beleza_saude,cartao_credito,0
224,6,196.38,32.73,28.5,3.6,2.7,17.5,6,moveis_decoracao,boleto,0
285,3,250.57,83.52,16.5,1.4,4.1,2.8,10,relogios_presentes,cartao_credito,0
90,3,87.69,29.23,9.3,0.0,5.0,14.4,7,cama_mesa_banho,cartao_credito,0
66,2,91.32,45.66,19.1,0.7,3.4,8.8,10,cama_mesa_banho,cartao_credito,0
344,1,323.95,323.95,13.5,1.9,4.7,23.7,9,relogios_presentes,cartao_credito,1
301,4,102.18,25.54,12.3,0.0,3.8,2.0,8,moveis_decoracao,cartao_credito,1
261,2,230.87,115.44,10.9,0.2,4.5,21.1,4,esporte_lazer,cartao_credito,0
197,4,169.15,42.29,10.5,2.7,5.0,14.0,1,relogios_presentes,cartao_credito,0
170,1,118.1,118.1,4.7,0.0,3.7,2.7,8,esporte_lazer,cartao_credito,1
13,4,435.82,108.96,2.0,0.0,5.0,25.1,7,telefonia,cartao_credito,0
79,2,198.28,99.14,14.2,0.0,4.5,23.1,3,beleza_saude,cartao_credito,0
359,3,130.14,43.38,10.8,0.0,5.0,22.5,1,relogios_presentes,boleto,0
138,4,61.01,15.25,17.3,0.0,3.3,15.6,9,moveis_decoracao,cartao_credito,1
283,3,286.67,95.56,6.7,0.0,3.5,11.0,6,beleza_saude,cartao_credito,1
282,3,101.56,33.85,5.4,1.1,3.9,15.4,1,moveis_decoracao,cartao_credito,1
127,4,412.89,103.22,16.7,2.7,2.9,18.3,9,esporte_lazer,cartao_credito,0
85,2,184.4,92.2,10.2,0.0,5.0,11.7,9,cama_mesa_banho,boleto,0
278,1,786.29,786.29,17.1,0.0,4.0,9.9,5,moveis_decoracao,boleto,1
41,2,159.54,79.77,12.2,0.0,3.0,18.0,3,cama_mesa_banho,cartao_credito,0
200,2,98.89,49.44,23.3,0.0,3.3,16.2,3,brinquedos,cartao_credito,1
355,1,200.79,200.79,16.5,3.0,3.2,20.6,7,esporte_lazer,cartao_credito,1
285,2,126.71,63.36,14.5,0.0,5.0,24.1,3,cama_mesa_banho,pix,1
306,2,43.03,21.52,16.8,0.0,4.6,20.1,6,esporte_lazer,cartao_credito,1
37,4,332.39,83.1,10.4,0.0,4.0,8.1,1,informatica,cartao_credito,0
83,4,234.57,58.64,2.1,3.0,3.7,14.9,6,brinquedos,pix,0
113,2,111.53,55.76,14.2,0.0,3.9,17.3,4,beleza_saude,cartao_credito,0
120,2,87.03,43.52,23.6,5.5,5.0,19.9,10,telefonia,cartao_credito,1
81,2,94.2,47.1,2.0,1.4,3.9,20.1,7,esporte_lazer,pix,0
388,1,194.15,194.15,14.8,3.4,5.0,14.7,6,telefonia,cartao_credito,1
70,1,590.82,590.82,2.8,0.0,3.8,12.1,5,cama_mesa_banho,cartao_credito,0
284,2,167.33,83.66,11.9,0.0,5.0,21.1,3,relogios_presentes,cartao_credito,0
236,2,58.9,29.45,12.5,0.4,2.9,17.3,8,cama_mesa_banho,pix,1
246,5,100.85,20.17,16.5,0.0,4.9,16.7,5,cama_mesa_banho,cartao_credito,1
89,4,209.59,52.4,13.3,0.0,3.3,10.8,2,beleza_saude,cartao_credito,0
126,2,113.52,56.76,20.2,3.0,5.0,27.6,1,informatica,cartao_credito,0
244,2,76.91,38.46,19.0,0.6,4.8,16.5,6,telefonia,cartao_credito,1
123,1,170.97,170.97,10.8,0.0,2.4,14.5,4,relogios_presentes,cartao_credito,1
279,6,100.6,16.77,18.6,1.4,3.2,16.5,1,cama_mesa_banho,cartao_credito,1
20,3,217.5,72.5,10.1,0.6,4.8,14.2,3,telefonia,boleto,0
33,4,221.28,55.32,9.1,4.0,4.8,7.3,10,beleza_saude,boleto,0
292,1,265.78,265.78,4.8,1.6,4.7,16.8,7,telefonia,cartao_credito,1
248,1,295.16,295.16,19.9,0.1,4.3,6.3,2,beleza_saude,cartao_credito,0
22,3,109.45,36.48,10.2,2.2,3.8,15.6,10,brinquedos,pix,0
360,1,328.71,328.71,2.0,0.4,5.0,5.4,10,brinquedos,cartao_credito,1
6,2,148.48,74.24,15.3,1.0,3.2,2.1,3,relogios_presentes,boleto,0
382,3,49.45,16.48,9.4,3.6,4.2,18.7,5,esporte_lazer,cartao_credito,1
293,3,305.43,101.81,10.2,0.0,3.5,8.4,9,beleza_saude,boleto,1
395,3,431.83,143.94,10.6,0.0,3.4,17.6,5,telefonia,cartao_credito,1
379,1,164.48,164.48,10.0,0.0,3.6,16.0,9,moveis_decoracao,cartao_credito,1
128,2,339.91,169.96,28.4,0.0,3.4,15.9,6,telefonia,boleto,0
303,3,172.64,57.55,22.0,3.4,4.6,11.2,7,cama_mesa_banho,cartao_credito,1
88,3,127.98,42.66,16.2,0.0,2.6,14.2,9,telefonia,cartao_credito,0
191,2,174.45,87.22,13.4,0.4,4.5,11.1,7,informatica,cartao_credito,1
99,4,186.68,46.67,18.8,0.0,3.5,20.7,1,telefonia,cartao_credito,0
196,2,210.15,105.08,13.5,4.8,4.1,12.1,8,relogios_presentes,pix,1
349,1,153.49,153.49,16.9,2.7,3.9,13.5,1,telefonia,cartao_credito,1
177,2,297.27,148.64,15.3,1.1,3.6,19.5,4,beleza_saude,cartao_credito,0
41,2,257.04,128.52,12.8,2.9,5.0,11.3,1,brinquedos,cartao_credito,0
133,2,94.09,47.04,17.6,0.0,3.7,4.3,10,brinquedos,pix,0
315,2,134.45,67.22,9.5,5.6,4.8,8.6,7,telefonia,pix,1
211,4,287.27,71.82,12.4,0.0,4.8,21.3,4,relogios_presentes,pix,0
226,3,170.11,56.7,6.1,3.6,3.8,15.5,9,cama_mesa_banho,pix,1
175,3,113.94,37.98,6.8,1.9,2.8,16.8,1,telefonia,pix,1
120,4,166.39,41.6,2.0,1.2,3.2,16.8,3,informatica,cartao_debito,0
241,3,67.39,22.46,14.7,3.5,5.0,25.7,8,telefonia,cartao_credito,0
255,3,396.0,132.0,16.4,3.0,4.6,2.5,10,relogios_presentes,boleto,1
359,2,190.84,95.42,18.5,0.8,4.2,14.2,4,brinquedos,cartao_credito,1
249,1,126.54,126.54,5.4,0.0,3.5,15.2,7,brinquedos,pix,1
398,5,65.31,13.06,14.6,0.8,5.0,14.9,1,brinquedos,cartao_credito,0
331,5,517.67,103.53,12.0,0.2,3.2,19.8,3,esporte_lazer,boleto,1
36,2,61.46,30.73,16.4,1.4,4.2,19.9,2,relogios_presentes,cartao_credito,0
159,3,240.55,80.18,8.1,3.1,4.6,13.7,5,telefonia,boleto,0
156,3,154.06,51.35,10.0,1.7,2.8,4.9,4,beleza_saude,pix,1
6,7,166.42,23.77,2.7,1.0,3.3,30.1,1,relogios_presentes,cartao_credito,0
76,4,179.26,44.82,7.7,0.0,3.6,15.0,3,brinquedos,cartao_debito,0
306,1,130.26,130.26,12.0,1.3,5.0,15.5,1,esporte_lazer,cartao_credito,1
144,4,187.63,46.91,13.0,0.0,3.7,22.6,2,telefonia,boleto,0
63,1,205.8,205.8,2.0,0.0,2.7,12.6,7,telefonia,pix,1
118,3,275.89,91.96,8.9,2.0,2.6,22.8,2,moveis_decoracao,boleto,0
113,1,257.52,257.52,13.0,2.7,3.3,13.2,1,cama_mesa_banho,cartao_credito,1
73,3,95.1,31.7,20.4,0.4,2.6,26.0,7,cama_mesa_banho,cartao_credito,0
44,1,107.87,107.87,6.9,1.0,4.9,17.7,8,esporte_lazer,pix,0
306,3,329.39,109.8,14.9,1.4,4.9,10.9,2,informatica,cartao_credito,0
